Unnamed: 0,full_text,tweet_english
571,ibu kota nusantara nanti bakal canggih banget tag 10 bal line scream geby,The capital city of the archipelago will be very sophisticated tag 10 bal line scream geby
572,presiden pilih prabowo subianto tegas sikap komitmen dukung melanjuntukan pindah ibu kota ibu kota nusantara ikn,President elects Prabowo Subianto with firm stance of commitment to support continuing move to capital city of archipelago capital IKN
573,bangun ibu kota negara ikn nusantaraharus buat warga kaltim tambah sejahtera,building the capital of the Indonesian archipelago must make the people of East Kalimantan more prosperous
575,akses jalan tol tuju kawasan inti pusat perintah ibu kota nusantara siap tong tji geby bu bos panjang anggi obnya hujan 10 bal subang aurora senin siang udah,toll road access to the core area command center of the archipelago capital ready tong tji geby ma'am long boss anggi obnya 10 bales of rain subang aurora monday afternoon already
576,otorita ibu kota nusantara ikn kemenkes satu latih bina aman pangan siap saji laku umkm tong tji geby bu bos panjang anggi obnya hujan 10 bal subang aurora senin siang udah,Indonesian capital authority IKN Ministry of Health one training for safe food fast food selling for umkm tong tji geby ma'am long boss anggi obnya 10 bales of rain Subang aurora Monday afternoon already
577,properti investasi beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta jalan tol serang panimbang seksi 3b beberapa oleh,"investment property, several projects can be carried out by Persero in March 2024, including the continuation of the Jalan Axis Bangsa East Side Phase II capital city of the archipelago project, RDF Plant Rorotan DKI Jakarta, Serang Panimbang toll road, section 3B, several by"
578,jakarta presiden pilih prabowo subianto tegas sikap komitmen dukung melanjuntukan pindah ibu kota ibu kota nusantara ikn,Jakarta President elects Prabowo Subianto with firm stance of commitment to support continuing move to capital city of archipelago capital IKN
579,otorita ibu kota nusantara turut partisipasi acara canisius collese alumni day 10 bal geby pendek po bus obnya smk lingga kencana depok,The Indonesian Capital Authority participated in the Canisius College Alumni Day 10 Bal Geby Short Po Bus Obnya SMK Lingga Kencana Depok event
580,beberapa proyek dapat persero maret 2024 antara proyek lanjut jalan sumbu bangsa sisi timur tahap ii ibu kota nusantara rdf plant rorotan dki jakarta,"Several projects can be obtained by March 2024, including the East Side of the Nation Axis Road Phase II project, the capital of the archipelago, RDF Plant Rorotan, DKI Jakarta"
581,ibu kota nusantara warga lokal bumn po bus 10 bal geby obnya,capital city of the archipelago local residents state-owned bus company 10 bal geby obnya
582,presiden ri pilih periode 20242029 prabowo subianto tegas dukung komitmen melanjuntukan bijak bangun ibu kota nusantara ikn gagas presiden joko widodo jokowi sebut sampai prabowo laku wawancara,"The President of the Republic of Indonesia chooses the period 2024-2029. Prabowo Subianto firmly supports the commitment to continue wisely building the capital of the archipelago, which is the idea of ​​President Joko Widodo. Jokowi said that Prabowo gave an interview"
583,bilah garuda tengah pasang kantor presiden ibu kota nusantara smk lingga kencana depok po bus geby bumn tenggo otsu,"Garuda blades are in the middle of installing the presidential office of the capital of the archipelago, SMK Lingga Kencana, Depok Po, Bus Geby, BUMN, Tenggo Otsu"
584,jajah potensi desadesa wisata ibu kota nusantara smk lingga kencana depok po bus geby onana obnya,"Colonize the potential of tourist villages, the capital of the archipelago, SMK Lingga Kencana, Depok Po, Bus Geby Onana Obnya"
585,melanjuntukan bijak bangun ibu kota nusantara ikn gagas presiden joko widodo jokowi,"continue wisely building the capital of the archipelago, which was the idea of ​​President Joko Widodo Jokowi"
589,lapang upacara hutri ibu kota nusantara capai 90 persen lyodaria epy kusnandar vina djarum jay idzes,Indonesian capital's anniversary ceremony area reaches 90 percent lyodaria epy kusnandar vina djarum jay idzes
590,dampak ibu kota nusantara tumbuh umkm ppu tembus 16 ribu mbappe lyodaria epy kusnandar vina wahabi djarum ras,impact of the capital of the archipelago growing SMEs ppu reaches 16 thousand mbappe lyodaria epy kusnandar vina wahabi djarum ras
591,pindah ibu kota nusantara,moved to the capital of the archipelago
592,laku tinjau lapang bangun kawasan ibu kota negara ikn nusantara pasti selenggara layan publik prima jumat 352024,Conduct field inspection of buildings in the capital area of ​​the country IKN archipelago will definitely provide excellent public services Friday 352024
593,ketua ombudsman ri mokhammad najih sama pjs kepala wakil ombudsman ri kaltim had rahman jajar damping direktur ketentraman tertib kendali bangun otoritas ibu kota nusantara ikn roni pantow,"Chairman of the Republic of Indonesia Ombudsman Mokhammad Najih Same Acting Chief Deputy Ombudsman of the Republic of Kalimantan Had Rahman Jajar alongside Director of Peace, Orderly Control, Building Authority, Capital of the Archipelago, IKN Roni Pantow"
594,laku umkm balikpapan semangat sambut ibu kota nusantara thom haye mbappe rizky ridho jay idzes vina botak,"MSME behavior in Balikpapan is enthusiastic about welcoming the capital of the archipelago, Thom Haye Mbappe Rizky Ridho Jay Idzes Vina Botak"
595,menteri pupr basuki hadimuljono ecek rumah dinas kawasan ibu kota nusantara ikn keren detikers,PUPR Minister Basuki Hadimuljono checks the official residence in the archipelago's capital area IKN Cool detikers
596,menteri kerja umum rumah rakyat pupr basuki hadimuljono ecek rumah dinas kawasan ibu kota nusantara ikn keren detikers gtgt foto samuel gading,Minister of Public Works Public Housing Public Works Basuki Hadimuljono Cool Official Residence in the Capital Region of the Archipelago Cool Icons detikers gtgt Photo Samuel Gading
597,umkm makan minum peran penting ibu kota nusantara vina rizky ridho lyodaria botak ras jay idzes,umkm eating and drinking important role of the capital of the archipelago vina rizky ridho lyodaria bald ras jay idzes
598,kepak garuda segera kembang ibu kota nusantara rizky ridho mbappe botak lyodaria muhammadiyah jay idzes wahabi,"Garuda's wings will soon bloom, the capital of the archipelago Rizky Ridho Mbappe bald Lyodaria Muhammadiyah Jay Idzes Wahabi"
599,dukung pindah ibu kota nusantara wujud adil sosial seluruh masyarakat indonesia,support moving to the capital of the archipelago as a form of social justice for all Indonesian people
600,pindah ibu kota nusantara cepat kembang wilayah timur indonesia,"moving to the capital of the archipelago, the eastern region of Indonesia is rapidly developing"
601,hai selamat insan pelni ricky malber sihaloho spv kembang sdm laut pilih rawan bakti bumn batch v tahun 2024 samboja ibu kota nusantara ikn hasil,"Hi, congratulations, people of Pelni, Ricky Malber Sihaloho, SPV, kembang, SDM Laut, choose Rawan Bakti SOE, Batch V in 2024, Samboja, capital of the archipelago, IKN results"
602,pindah ibu kota nusantara,moved to the capital of the archipelago
603,otorita ibu kota nusantara ikn mulai lakukansosialisasi damping laku usaha lokal kawasan ibu kota nusantara ikn giat laku siap masyarakat lokal jadi tonton ikn makin ramai,"The Indonesian capital authority, IKN, has started to carry out socialization to support local businesses in the archipelago capital area. IKN is actively selling to local people, so watching IKN is becoming increasingly popular."
604,pindah ibu kota nusantara cepat kembang wilayah timur indonesia,"moving to the capital of the archipelago, the eastern region of Indonesia is rapidly developing"
607,presiden pandang pindah ibu kota nusantara langkah strategis bangun indonesia depan,The president sees moving the archipelago's capital as a strategic step to build Indonesia's future
608,dukung pindah ibu kota nusantara optimal guna sumber daya alam indonesia,support moving the capital city of the archipelago to optimally utilize Indonesia's natural resources
609,umkm makan minum peran penting ibu kota nusantara mbappe botak venezia vina kang mus epy kusnandar,umkm eating and drinking important role of the capital of the archipelago mbappe bald venezia vina kang mus epy kusnandar
610,menteri kerja umum rumah rakyat pupr basuki hadimuljono ecek rumah dinas kawasan ibu kota nusantara ikn keren,minister of public works pupr basuki hadimuljono public works house checks the official house of the archipelago capital region cool icons
611,laku umkm balikpapan semangat sambut ibu kota nusantara vina mbappe botak venezia negara lucu muhammadiyah ras,umkm behavior in Balikpapan enthusiastically welcomes the capital of the archipelago Vina Mbappe bald Venezia Funny country Muhammadiyah Ras
612,pindah ibu kota nusantara jadi salah satu program prioritas perintah jokowi kuat perata bangun indonesia,Moving the capital city of the archipelago is one of the priority programs ordered by Jokowi to be strong in building up Indonesia
613,ibu kota nusantara beri lapang kerja baru warga tempat,The capital city of the archipelago provides new jobs for local residents
614,dukung pindah ibu kota nusantara kurang beban jakarta padat duduk macet,support moving to the capital of the archipelago to reduce the burden of dense Jakarta sitting in traffic jams
615,gelar ritual adat sih hutan tanah ibu kota nusantara jay idzes lyodaria botak ras negara lucu dingin,title of traditional rituals forest land capital of the archipelago jay idzes lyodaria bald race country funny cold
616,umkm makan minum peran penting ibu kota nusantara gempa ras botak negara lucu mahalini salma,"umkm eating and drinking an important role in the capital of the archipelago, earthquake, bald race, cute country, mahalini salma"
617,kepak garuda segera kembang ibu kota nusantara gempa jay idzes botak ras dingin salma,garuda flaps soon bloom the capital of the archipelago earthquake jay idzes bald cold race salma
618,misteri kota hantu ibu kota nusantara ikn kalimantan timur cerita kembang bukit soeharto,mystery of ghost town capital of the archipelago east kalimantan icon flower story hill soeharto
619,kepak garuda segera kembang ibu kota nusantara mbappe botak gempa salma ras kang mus jhonny iskandar,"Garuda flaps soon to bloom, the capital of the archipelago, Mbappe bald, earthquake, Salma Ras, Kang Mus, Jhonny Iskandar"
